test_group,group_by_split,group_by_split_reference,k,p,z,s
Trametinib_24,split_10,split_10,100,1.8857461524952786e-05,-4.391635040999346,0.9896907216494846
Trametinib_24,split_10,split_30,100,4.937780978874841e-07,-6.078013534633203,0.9955947136563876
Trametinib_24,split_10,split_50,100,4.001279246720089e-09,-8.065452096213706,1.0
Trametinib_24,split_30,split_10,100,4.3176157009643657e-10,-6.155930691070792,1.0
Trametinib_24,split_30,split_30,100,4.582470381497548e-22,-9.455380099610105,1.0
Trametinib_24,split_30,split_50,100,7.170765145350166e-27,-11.297029439424824,0.9976905311778291
Trametinib_24,split_50,split_10,100,2.3500339214599827e-10,-6.609883968434334,1.0
Trametinib_24,split_50,split_30,100,1.6832045553455033e-34,-11.410912377875608,1.0
Trametinib_24,split_50,split_50,100,4.640982536062362e-49,-13.97909664201754,0.9980276134122288
Trametinib_6,split_10,split_10,100,1.8857461524952786e-05,-4.391635040999346,0.9896907216494846
Trametinib_6,split_10,split_30,100,0.0013399558759272956,-3.738983240518373,0.9955947136563876
Trametinib_6,split_10,split_50,100,5.785736720612879e-05,-5.262874772417687,1.0
Trametinib_6,split_30,split_10,100,3.3591154020335483e-09,-5.763390754607742,1.0
Trametinib_6,split_30,split_30,100,1.3766800059299249e-09,-6.29945621877165,1.0
Trametinib_6,split_30,split_50,100,3.938296472047526e-14,-8.47495501401129,0.9975429975429976
Trametinib_6,split_50,split_10,100,3.1041924711742994e-09,-5.957668799707717,0.9945945945945946
Trametinib_6,split_50,split_30,100,1.0204162435209245e-16,-8.165914254548127,0.9968253968253968
Trametinib_6,split_50,split_50,100,5.482697357106083e-25,-10.6336820514196,1.0
